city,district,underground,total_meters,living_meters,kitchen_meters,rooms_count,floor,floors_count,house_material_type,finish_type,object_type,year_of_construction,price
Москва,unknown,Мичуринец,39.8,,,2,7,17,unknown,unknown,flat,,14494701
Москва,unknown,Щербинка,61.6,,,2,2,17,unknown,unknown,flat,,14500000
Москва,unknown,Говорово,34.3,,,1,9,25,unknown,unknown,flat,,14750000
Москва,unknown,Коммунарка,64.1,,,3,1,9,unknown,unknown,flat,,16100000
Москва,unknown,Павшино,32.02,,,0,1,10,unknown,unknown,flat,,24841116
Москва,unknown,Павшино,47,,,1,2,10,unknown,unknown,flat,,25582100
Москва,unknown,Павшино,74.58,,,2,4,10,unknown,unknown,flat,,39251454
Москва,Академический,Крымская,33,,,1,4,5,unknown,unknown,flat,,14700000
Москва,Алексеевский,ВДНХ,35,,,1,1,12,unknown,unknown,flat,,14300000
Москва,Алексеевский,ВДНХ,28.01,,,0,3,17,unknown,unknown,flat,,21329279
Москва,Алексеевский,ВДНХ,56.24,,,2,3,24,unknown,unknown,flat,,34540302
Москва,Алексеевский,Алексеевская,78.8,,,3,2,8,unknown,unknown,flat,,38900000
Москва,Алексеевский,Алексеевская,69,,,2,13,30,unknown,unknown,flat,,39890000
Москва,Алексеевский,ВДНХ,83.11,,,3,3,17,unknown,unknown,flat,,49507463
Москва,Арбат,Смоленская,46,,,2,3,5,unknown,unknown,flat,,28400000
Москва,Арбат,Смоленская,83,,,3,7,8,unknown,unknown,flat,,55000000
Москва,Арбат,Баррикадная,83,,,2,3,5,unknown,unknown,flat,,85000000
Москва,Арбат,Смоленская,133.4,,,3,4,8,unknown,unknown,flat,,125000000
Москва,Арбат,Арбатская,156.4,,,3,4,7,unknown,unknown,flat,,154990000
Москва,Арбат,Арбатская,160,,,3,4,7,unknown,unknown,flat,,154990000
Москва,Арбат,Арбатская,78.34,,,1,3,7,unknown,unknown,flat,,207601000
Москва,Арбат,Арбатская,78.34,,,1,3,7,unknown,unknown,flat,,207601000
Москва,Арбат,Арбатская,78.34,,,1,3,7,unknown,unknown,flat,,207601000
Москва,Арбат,Арбатская,96.85,,,1,2,7,unknown,unknown,flat,,232440000
Москва,Арбат,Арбатская,186.1,,,3,6,8,unknown,unknown,flat,,334980000
Москва,Арбат,Арбатская,142.38,,,2,2,7,unknown,unknown,flat,,355950000
Москва,Арбат,Арбатская,198.51,,,3,2,7,unknown,unknown,flat,,496275000
Москва,Аэропорт,Красный Балтиец,61.7,,,2,7,22,unknown,unknown,flat,,37784366
Москва,Аэропорт,Аэропорт,42.1,,,1,3,20,unknown,unknown,flat,,42487320
Москва,Аэропорт,Аэропорт,90.2,,,2,2,11,unknown,unknown,flat,,70906220
Москва,Аэропорт,Аэропорт,75,,,3,3,20,unknown,unknown,flat,,71467500
Москва,Бабушкинский,Свиблово,31.2,,,1,4,5,unknown,unknown,flat,,12500000
Москва,Басманный,Красные ворота,11,,,0,4,4,unknown,unknown,flat,,8999000
Москва,Басманный,Бауманская,60,,,3,3,12,unknown,unknown,flat,,34000000
Москва,Басманный,Бауманская,74.3,,,2,23,27,unknown,unknown,flat,,47527700
Москва,Басманный,Красные ворота,110.2,,,2,2,7,unknown,unknown,flat,,103500000
Москва,Басманный,Красные ворота,110.2,,,2,2,7,unknown,unknown,flat,,103500000
Москва,Басманный,Бауманская,116.5,,,3,20,20,unknown,unknown,flat,,118880000
Москва,Басманный,Чистые пруды,110,,,3,3,5,unknown,unknown,flat,,143000000
Москва,Беговой,Белорусская,28.5,,,0,11,36,unknown,unknown,flat,,28925904
Москва,Беговой,Белорусская,36.4,,,1,4,41,unknown,unknown,flat,,38705430
Москва,Беговой,Белорусская,63,,,1,3,24,unknown,unknown,flat,,55000000
Москва,Беговой,Белорусская,92.2,,,3,20,36,unknown,unknown,flat,,84637387
Москва,Бескудниковский,Селигерская,38.9,,,1,14,17,unknown,unknown,flat,,14880000
Москва,Бескудниковский,Яхромская,58.2,,,2,5,17,unknown,unknown,flat,,20500000
Москва,Бескудниковский,Яхромская,58,,,2,8,24,unknown,unknown,flat,,21990000
Москва,Бескудниковский,Яхромская,60.4,,,2,13,14,unknown,unknown,flat,,22000000
Москва,Бибирево,Бибирево,39,,,1,10,12,unknown,unknown,flat,,14000000
Москва,Богородское,Бульвар Рокоссовского,44.5,,,2,3,9,unknown,unknown,flat,,15950000
Москва,Богородское,Преображенская площадь,84,,,3,7,9,unknown,unknown,flat,,30995000
Москва,Бутырский,Бутырская,24.53,,,0,4,46,unknown,unknown,flat,,17064752
Москва,Бутырский,Бутырская,58.13,,,2,3,46,unknown,unknown,flat,,29797321
Москва,Вешняки,Новогиреево,49.2,,,3,1,9,unknown,unknown,flat,,13200000
Москва,Войковский,Войковская,33.1,,,1,1,12,unknown,unknown,flat,,13300000
Москва,Восточное Дегунино,Бескудниково,34.5,,,1,8,9,unknown,unknown,flat,,12600000
Москва,Восточное Измайлово,Первомайская,15.4,,,1,5,6,unknown,unknown,flat,,8350000
Москва,Выхино-Жулебино,Выхино,18.8,,,0,8,10,unknown,unknown,flat,,8900000
Москва,Выхино-Жулебино,Юго-Восточная,33,,,1,3,9,unknown,unknown,flat,,10950000
Москва,Гагаринский,Воробьёвы горы,27.9,,,1,4,9,unknown,unknown,flat,,18200000
Москва,Гольяново,Щёлковская,35,,,0,1,9,unknown,unknown,flat,,12000000
Москва,Гольяново,Щёлковская,38.8,,,1,1,12,unknown,unknown,flat,,13000000
Москва,Гольяново,Щёлковская,37.6,,,1,5,14,unknown,unknown,flat,,13500000
Москва,Гольяново,Щёлковская,37.6,,,1,5,14,unknown,unknown,flat,,13500000
Москва,Даниловский,Павелецкая,29.3,,,0,2,43,unknown,unknown,flat,,18727247
Москва,Даниловский,Павелецкая,26.6,,,1,7,37,unknown,unknown,flat,,20678840
Москва,Даниловский,Тульская,28.3,,,0,11,42,unknown,unknown,flat,,22266440
Москва,Даниловский,ЗИЛ,31.6,,,0,6,15,unknown,unknown,flat,,24200000
Москва,Даниловский,ЗИЛ,36,,,0,10,16,unknown,unknown,flat,,26400000
Москва,Даниловский,Павелецкая,35.7,,,2,7,43,unknown,unknown,flat,,27149850
Москва,Даниловский,Тульская,37.5,,,1,16,41,unknown,unknown,flat,,28278750
Москва,Даниловский,Павелецкая,25.7,,,0,6,26,unknown,unknown,flat,,28313433
Москва,Даниловский,Тульская,37.5,,,1,16,41,unknown,unknown,flat,,28391250
Москва,Даниловский,Павелецкая,64.6,,,3,2,37,unknown,unknown,flat,,37306500
Москва,Даниловский,Павелецкая,64.6,,,3,2,37,unknown,unknown,flat,,37306500
Москва,Даниловский,Павелецкая,51.5,,,2,13,24,unknown,unknown,flat,,38500000
Москва,Даниловский,Тульская,57.2,,,2,23,41,unknown,unknown,flat,,39599560
Москва,Даниловский,Тульская,87,,,3,23,42,unknown,unknown,flat,,56236800
Москва,Даниловский,Тульская,87,,,3,23,42,unknown,unknown,flat,,56236800
Москва,Даниловский,Павелецкая,70.5,,,3,4,39,unknown,unknown,flat,,63856080
Москва,Даниловский,Павелецкая,55.8,,,1,3,11,unknown,unknown,flat,,64627560
Москва,Даниловский,Павелецкая,91.1,,,2,3,11,unknown,unknown,flat,,99854710
Москва,Даниловский,Павелецкая,152.1,,,3,3,11,unknown,unknown,flat,,174397860
Москва,Даниловский,Павелецкая,152.1,,,3,3,11,unknown,unknown,flat,,174397860
Москва,Дмитровский,Яхромская,35.1,,,1,14,16,unknown,unknown,flat,,15800000
Москва,Донской,Ленинский проспект,46.5,,,1,2,18,unknown,unknown,flat,,44291250
Москва,Донской,Ленинский проспект,46.5,,,2,2,18,unknown,unknown,flat,,44291250
Москва,Донской,Ленинский проспект,84.8,,,3,3,18,unknown,unknown,flat,,75548320
Москва,Дорогомилово,Москва-Сити,57,,,2,4,7,unknown,unknown,flat,,33900000
Москва,Дорогомилово,Парк Победы,57.3,,,2,10,11,unknown,unknown,flat,,44930000
Москва,Дорогомилово,Киевская,100,,,3,5,9,unknown,unknown,flat,,47000000
Москва,Дорогомилово,Киевская,100,,,3,5,9,unknown,unknown,flat,,47000000
Москва,Дорогомилово,Поклонная,52,,,2,14,34,unknown,unknown,flat,,49500000
Москва,Дорогомилово,Поклонная,52,,,2,14,34,unknown,unknown,flat,,49500000
Москва,Дорогомилово,Студенческая,78,,,3,5,6,unknown,unknown,flat,,55999999
Москва,Дорогомилово,Киевская,84.2,,,3,8,9,unknown,unknown,flat,,66900000
Москва,Дорогомилово,Кутузовская,80,,,2,5,9,unknown,unknown,flat,,69900000
Москва,Дорогомилово,Москва-Сити,48.1,,,1,12,18,unknown,unknown,flat,,71859594
Москва,Дорогомилово,Парк Победы,64.75,,,2,9,11,unknown,unknown,flat,,75000000
Москва,Дорогомилово,Москва-Сити,48.3,,,1,11,19,unknown,unknown,flat,,82863480
Москва,Дорогомилово,Москва-Сити,48.3,,,1,11,19,unknown,unknown,flat,,82863480
Москва,Дорогомилово,Парк Победы,102,,,3,5,11,unknown,unknown,flat,,109000000
Москва,Дорогомилово,Москва-Сити,90.4,,,2,3,17,unknown,unknown,flat,,131721840
Москва,Дорогомилово,Парк Победы,102,,,3,8,10,unknown,unknown,flat,,135000000
Москва,Дорогомилово,Парк Победы,115.7,,,3,5,13,unknown,unknown,flat,,137000000
Москва,Дорогомилово,Москва-Сити,115.6,,,3,11,18,unknown,unknown,flat,,160625602
Москва,Дорогомилово,Москва-Сити,115.6,,,3,11,18,unknown,unknown,flat,,160625602
Москва,Дорогомилово,Москва-Сити,132.8,,,3,5,7,unknown,unknown,flat,,185455200
Москва,Замоскворечье,Павелецкая,35.85,,,0,4,24,unknown,unknown,flat,,24158286
Москва,Замоскворечье,Серпуховская,65,,,2,5,7,unknown,unknown,flat,,50400000
Москва,Замоскворечье,Павелецкая,50.2,,,1,3,8,unknown,unknown,flat,,52308000
Москва,Замоскворечье,Павелецкая,73.7,,,2,4,8,unknown,unknown,flat,,82791400
Москва,Замоскворечье,Новокузнецкая,54.9,,,1,8,19,unknown,unknown,flat,,84161700
Москва,Замоскворечье,Павелецкая,55.65,,,1,2,6,unknown,unknown,flat,,96239999
Москва,Замоскворечье,Новокузнецкая,78,,,2,10,24,unknown,unknown,flat,,113568000
Москва,Замоскворечье,Павелецкая,112.2,,,3,5,27,unknown,unknown,flat,,120266200
Москва,Замоскворечье,Новокузнецкая,105.8,,,3,3,19,unknown,unknown,flat,,149072200
Москва,Замоскворечье,Новокузнецкая,73.6,,,2,2,6,unknown,unknown,flat,,184100000
Москва,Замоскворечье,Павелецкая,106.49,,,2,2,6,unknown,unknown,flat,,184161680
Москва,Замоскворечье,Павелецкая,140.4,,,3,2,16,unknown,unknown,flat,,247612977
Москва,Замоскворечье,Павелецкая,140.4,,,3,2,16,unknown,unknown,flat,,247612977
Москва,Западное Дегунино,Верхние Лихоборы,52,,,2,32,33,unknown,unknown,flat,,25500000
Москва,Западное Дегунино,Селигерская,63.34,,,2,8,39,unknown,unknown,flat,,26856413
Москва,Измайлово,Измайловская,35,,,1,5,14,unknown,unknown,flat,,13500000
Москва,Измайлово,Измайловская,44,,,1,16,16,unknown,unknown,flat,,18300000
Москва,Киевское шоссе,Ольховая,24,,,0,10,15,unknown,unknown,flat,,10500000
Москва,Коньково,Беляево,12.76,,,0,1,9,unknown,unknown,flat,,7000000
Москва,Коньково,Калужская,23.5,,,0,11,51,unknown,unknown,flat,,14000000
Москва,Коньково,Калужская,23.5,,,0,11,51,unknown,unknown,flat,,14000000
Москва,Коньково,Беляево,75,,,3,5,17,unknown,unknown,flat,,30000000
Москва,Коптево,Коптево,40.6,,,1,3,18,unknown,unknown,flat,,17350000
Москва,Коптево,Лихоборы,40,,,1,18,18,unknown,unknown,flat,,17800000
Москва,Котловка,Крымская,42.5,,,2,21,42,unknown,unknown,flat,,23500000
Москва,Красносельский,Площадь трёх вокзалов,45,,,2,4,14,unknown,unknown,flat,,22150000
Москва,Красносельский,Тургеневская,231,,,3,5,5,unknown,unknown,flat,,443214499
Москва,Кунцево,Павшино,22,,,0,18,25,unknown,unknown,flat,,11550000
Москва,Кунцево,Молодёжная,36.7,,,2,3,12,unknown,unknown,flat,,18100000
Москва,Кунцево,Кунцевская,54.43,,,2,2,12,unknown,unknown,flat,,29985487
Москва,Кунцево,Кунцевская,72.3,,,3,15,30,unknown,unknown,flat,,39417960
Москва,Левобережный,Беломорская,28.1,,,0,12,20,unknown,unknown,flat,,17555288
Москва,Лефортово,Москва-Товарная,30,,,0,3,3,unknown,unknown,flat,,18100000
Москва,Лефортово,Серп и Молот,28.8,,,0,12,17,unknown,unknown,flat,,19958400
Москва,Лефортово,Авиамоторная,57,,,3,24,28,unknown,unknown,flat,,24914700
Москва,Лефортово,Серп и Молот,63.5,,,2,2,28,unknown,unknown,flat,,35045650
Москва,Лефортово,Серп и Молот,72.9,,,3,4,28,unknown,unknown,flat,,40051260
Москва,Лианозово,Алтуфьево,38,,,1,6,22,unknown,unknown,flat,,15750000
Москва,Ломоносовский,Профсоюзная,60,,,2,4,27,unknown,unknown,flat,,36000000
Москва,Лосиноостровский,Бабушкинская,30,,,1,2,5,unknown,unknown,flat,,14200000
Москва,Люблино,Люблино,36.5,,,1,20,24,unknown,unknown,flat,,12500000
Москва,Люблино,Люблино,53,,,1,10,14,unknown,unknown,flat,,13500000
Москва,Люблино,Люблино,51.4,,,2,8,12,unknown,unknown,flat,,13990000
Москва,Марфино,Фонвизинская,26.4,,,0,2,29,unknown,unknown,flat,,16341600
Москва,Марфино,Останкино,25,,,0,17,24,unknown,unknown,flat,,21500000
Москва,Марфино,Останкино,37,,,1,24,28,unknown,unknown,flat,,26500000
Москва,Марфино,Останкино,37,,,1,24,28,unknown,unknown,flat,,26500000
Москва,Марфино,Останкино,56.6,,,2,2,22,unknown,unknown,flat,,35000000
Москва,Марфино,Останкино,74,,,3,7,28,unknown,unknown,flat,,37300000
Москва,Марьина роща,Менделеевская,51,,,1,8,18,unknown,unknown,flat,,26300000
Москва,Марьино,Марьино,38.7,,,1,1,14,unknown,unknown,flat,,11150000
Москва,Марьино,Марьино,38.3,,,1,13,22,unknown,unknown,flat,,13600000
Москва,Марьино,Марьино,39,,,1,5,14,unknown,unknown,flat,,13700000
Москва,Метрогородок,Бульвар Рокоссовского,17.8,,,0,8,25,unknown,unknown,flat,,11200000
Москва,Метрогородок,Бульвар Рокоссовского,37.1,,,2,4,9,unknown,unknown,flat,,13500000
Москва,Мещанский,Сухаревская,50.4,,,2,2,10,unknown,unknown,flat,,25900000
Москва,Мещанский,Рижская,50,,,2,3,12,unknown,unknown,flat,,25999000
Москва,Мещанский,Рижская,50,,,2,3,12,unknown,unknown,flat,,25999000
Москва,Мещанский,Сухаревская,73.4,,,1,8,13,unknown,unknown,flat,,153773000
Москва,Мещанский,Сухаревская,86.6,,,2,8,13,unknown,unknown,flat,,170688600
Москва,Можайский,Сетунь,30.8,,,0,7,10,unknown,unknown,flat,,11200000
Москва,Можайский,Сетунь,37.5,,,1,7,12,unknown,unknown,flat,,12000000
Москва,Можайский,Сетунь,30.6,,,0,2,12,unknown,unknown,flat,,13000000
Москва,Можайский,Сетунь,30.6,,,0,2,12,unknown,unknown,flat,,13000000
Москва,Можайский,Давыдково,42,,,1,18,35,unknown,unknown,flat,,24161900
Москва,Можайский,Давыдково,51.28,,,2,31,52,unknown,unknown,flat,,25564362
Москва,Можайский,Давыдково,75.18,,,3,28,52,unknown,unknown,flat,,35530068
Москва,Можайский,Давыдково,98.8,,,3,21,22,unknown,unknown,flat,,68000000
Москва,Можайский,Рабочий посёлок,89,,,3,5,30,unknown,unknown,flat,,79000000
Москва,Молжаниновский,Молжаниново,23.2,,,0,5,15,unknown,unknown,flat,,11400000
Москва,Молжаниновский,Молжаниново,36.3,,,1,4,15,unknown,unknown,flat,,12800000
Москва,Москворечье-Сабурово,Варшавская,33.92,,,0,5,25,unknown,unknown,flat,,15000000
Москва,Москворечье-Сабурово,Москворечье,52.9,,,2,2,52,unknown,unknown,flat,,20370573
Москва,Москворечье-Сабурово,Варшавская,40.69,,,2,8,9,unknown,unknown,flat,,21923772
Москва,Нагатино-Садовники,Нагатинская,21,,,0,10,26,unknown,unknown,flat,,12600000
Москва,Нагатино-Садовники,Нагатинская,27.39,,,0,14,32,unknown,unknown,flat,,12800000
Москва,Нагатино-Садовники,Коломенская,25.5,,,0,33,33,unknown,unknown,flat,,14900000
Москва,Нагатинский затон,Технопарк,28.9,,,0,6,26,unknown,unknown,flat,,18857845
Москва,Нагатинский затон,Технопарк,58.3,,,2,17,24,unknown,unknown,flat,,34962486
Москва,Нагатинский затон,Технопарк,79.7,,,3,26,27,unknown,unknown,flat,,45493398
Москва,Нагатинский затон,Нагатинский Затон,86,,,3,3,19,unknown,unknown,flat,,51200000
Москва,Нагатинский затон,Нагатинский Затон,86,,,3,3,19,unknown,unknown,flat,,51200000
Москва,Нагатинский затон,Технопарк,73.3,,,2,17,24,unknown,unknown,flat,,53000000
Москва,Нагорный,Нагорная,39.4,,,1,4,28,unknown,unknown,flat,,22079760
Москва,Нижегородский,Нижегородская,23.46,,,0,20,28,unknown,unknown,flat,,14610993
Москва,Нижегородский,Нижегородская,34.7,,,1,22,45,unknown,unknown,flat,,16200000
Москва,Ново-Переделкино,Переделкино,35.8,,,1,4,17,unknown,unknown,flat,,12000000
Москва,Обручевский,Воронцовская,48.6,,,1,13,34,unknown,unknown,flat,,19564000
Москва,Обручевский,Воронцовская,30.1,,,1,32,34,unknown,unknown,flat,,21467109
Москва,Обручевский,Калужская,33.8,,,0,16,45,unknown,unknown,flat,,23223980
Москва,Обручевский,Воронцовская,45.2,,,2,32,34,unknown,unknown,flat,,28133632
Москва,Обручевский,Воронцовская,38.9,,,1,29,34,unknown,unknown,flat,,28416450
Москва,Обручевский,Воронцовская,38.2,,,1,5,25,unknown,unknown,flat,,30900000
Москва,Обручевский,Калужская,46.4,,,1,4,20,unknown,unknown,flat,,30920960
Москва,Обручевский,Калужская,46.7,,,1,11,20,unknown,unknown,flat,,31550520
Москва,Обручевский,Воронцовская,40.3,,,0,15,25,unknown,unknown,flat,,33500000
Москва,Обручевский,Воронцовская,60.1,,,3,27,34,unknown,unknown,flat,,40108441
Москва,Орехово-Борисово Южное,Зябликово,34.7,,,1,4,9,unknown,unknown,flat,,12312312
Москва,Орехово-Борисово Южное,Зябликово,51.2,,,2,15,17,unknown,unknown,flat,,15900000
Москва,Останкинский,Алексеевская,52.2,,,2,2,12,unknown,unknown,flat,,20500000
Москва,Отрадное,Отрадное,60.6,,,3,9,28,unknown,unknown,flat,,24846000
Москва,Очаково-Матвеевское,Давыдково,18.4,,,0,8,9,unknown,unknown,flat,,9450000
Москва,Очаково-Матвеевское,Очаково,20,,,0,6,33,unknown,unknown,flat,,12250000
Москва,Очаково-Матвеевское,Матвеевская,34.7,,,1,12,14,unknown,unknown,flat,,13200000
Москва,Очаково-Матвеевское,Очаково,20,,,0,30,33,unknown,unknown,flat,,13500000
Москва,Очаково-Матвеевское,Аминьевская,35.6,,,1,3,16,unknown,unknown,flat,,13500000
Москва,Очаково-Матвеевское,Аминьевская,35.9,,,0,3,12,unknown,unknown,flat,,14000000
Москва,Очаково-Матвеевское,Аминьевская,23.4,,,0,13,45,unknown,unknown,flat,,23000000
Москва,Очаково-Матвеевское,Давыдково,83.1,,,3,2,13,unknown,unknown,flat,,37253730
Москва,Перово,Шоссе Энтузиастов,19.9,,,0,22,23,unknown,unknown,flat,,12890000
Москва,Печатники,Кожуховская,24.4,,,0,4,4,unknown,unknown,flat,,12600000
Москва,Печатники,Депо,50.7,,,2,12,14,unknown,unknown,flat,,13500000
Москва,Покровское-Стрешнево,Волоколамская,26.5,,,0,3,44,unknown,unknown,flat,,13000000
Москва,Покровское-Стрешнево,Трикотажная,26.5,,,0,10,44,unknown,unknown,flat,,13200000
Москва,Покровское-Стрешнево,Трикотажная,35.2,,,0,43,44,unknown,unknown,flat,,14950000
Москва,Покровское-Стрешнево,Тушинская,22.4,,,0,12,28,unknown,unknown,flat,,16092160
Москва,Покровское-Стрешнево,Тушинская,27.6,,,0,2,28,unknown,unknown,flat,,16300000
Москва,Покровское-Стрешнево,Спартак,25.7,,,0,11,24,unknown,unknown,flat,,18000000
Москва,Покровское-Стрешнево,Спартак,45,,,1,5,13,unknown,unknown,flat,,28900000
Москва,Преображенское,Преображенская площадь,25,,,0,8,12,unknown,unknown,flat,,18600000
Москва,Преображенское,Преображенская площадь,25,,,0,8,12,unknown,unknown,flat,,18600000
Москва,Преображенское,Преображенская площадь,27.29,,,0,3,17,unknown,unknown,flat,,19219807
Москва,Преображенское,Преображенская площадь,60.65,,,2,2,17,unknown,unknown,flat,,30872264
Москва,Пресненский,Шелепиха,29.99,,,1,37,51,unknown,unknown,flat,,19013670
Москва,Пресненский,Улица 1905 года,49.7,,,2,1,4,unknown,unknown,flat,,24400000
Москва,Пресненский,Баррикадная,48.2,,,0,7,7,unknown,unknown,flat,,40000000
Москва,Пресненский,Шелепиха,94,,,3,3,51,unknown,unknown,flat,,41800000
Москва,Пресненский,Деловой центр,35.3,,,0,36,90,unknown,unknown,flat,,42998930
Москва,Пресненский,Улица 1905 года,35.9,,,0,5,11,unknown,unknown,flat,,43977500
Москва,Пресненский,Москва-Сити,47.9,,,1,60,67,unknown,unknown,flat,,48800000
Москва,Пресненский,Тверская,54.3,,,2,3,6,unknown,unknown,flat,,48870000
Москва,Пресненский,Тверская,54.3,,,2,3,6,unknown,unknown,flat,,48870000
Москва,Пресненский,Шелепиха,80,,,3,27,40,unknown,unknown,flat,,49350000
Москва,Пресненский,Шелепиха,80,,,3,27,40,unknown,unknown,flat,,49350000
Москва,Пресненский,Шелепиха,82,,,3,10,44,unknown,unknown,flat,,49700000
Москва,Пресненский,Шелепиха,83,,,3,11,51,unknown,unknown,flat,,49999000
Москва,Пресненский,Баррикадная,61,,,3,7,7,unknown,unknown,flat,,50500000
Москва,Пресненский,Москва-Сити,47.2,,,2,52,69,unknown,unknown,flat,,51920000
Москва,Пресненский,Шелепиха,82,,,2,37,41,unknown,unknown,flat,,52800000
Москва,Пресненский,Деловой центр,39,,,1,38,90,unknown,unknown,flat,,57996900
Москва,Пресненский,Москва-Сити,54.72,,,1,6,87,unknown,unknown,flat,,59136945
Москва,Пресненский,Краснопресненская,103.3,,,3,8,11,unknown,unknown,flat,,65500000
Москва,Пресненский,Москва-Сити,80,,,2,36,36,unknown,unknown,flat,,70000000
Москва,Пресненский,Москва-Сити,73.7,,,2,16,87,unknown,unknown,flat,,75058189
Москва,Пресненский,Улица 1905 года,73.7,,,2,8,11,unknown,unknown,flat,,76279500
Москва,Пресненский,Деловой центр,79,,,2,36,90,unknown,unknown,flat,,78565500
Москва,Пресненский,Улица 1905 года,70.3,,,3,2,17,unknown,unknown,flat,,83500000
Москва,Пресненский,Москва-Сити,83.3,,,2,52,69,unknown,unknown,flat,,91630000
Москва,Пресненский,Пушкинская,80,,,2,2,9,unknown,unknown,flat,,95000000
Москва,Пресненский,Пушкинская,80,,,2,2,9,unknown,unknown,flat,,95000000
Москва,Пресненский,Пушкинская,80,,,2,2,9,unknown,unknown,flat,,95000000
Москва,Пресненский,Пушкинская,80,,,2,2,9,unknown,unknown,flat,,95000000
Москва,Пресненский,Москва-Сити,99.56,,,3,14,87,unknown,unknown,flat,,99550289
Москва,Пресненский,Москва-Сити,84,,,3,6,21,unknown,unknown,flat,,105000000
Москва,Пресненский,Москва-Сити,92.7,,,3,11,20,unknown,unknown,flat,,115000000
Москва,Пресненский,Краснопресненская,50.2,,,1,2,8,unknown,unknown,flat,,116464000
Москва,Пресненский,Деловой центр,97.1,,,3,37,90,unknown,unknown,flat,,118471710
Москва,Пресненский,Улица 1905 года,84,,,2,4,17,unknown,unknown,flat,,120000000
Москва,Пресненский,Улица 1905 года,92,,,2,4,13,unknown,unknown,flat,,121000000
Москва,Пресненский,Улица 1905 года,91.4,,,2,4,21,unknown,unknown,flat,,121000000
Москва,Пресненский,Улица 1905 года,92,,,2,4,13,unknown,unknown,flat,,121000000
Москва,Пресненский,Улица 1905 года,91.4,,,2,4,21,unknown,unknown,flat,,121000000
Москва,Пресненский,Улица 1905 года,178,,,3,7,10,unknown,unknown,flat,,135000000
Москва,Пресненский,Улица 1905 года,178,,,3,7,10,unknown,unknown,flat,,138000000
Москва,Пресненский,Москва-Сити,125,,,3,63,82,unknown,unknown,flat,,138261000
Москва,Пресненский,Улица 1905 года,105,,,3,4,17,unknown,unknown,flat,,142000000
Москва,Пресненский,Улица 1905 года,103.6,,,3,5,21,unknown,unknown,flat,,145000000
Москва,Пресненский,Улица 1905 года,103.6,,,3,5,21,unknown,unknown,flat,,145000000
Москва,Пресненский,Пушкинская,117,,,2,12,12,unknown,unknown,flat,,181252970
Москва,Пресненский,Пушкинская,117,,,2,12,12,unknown,unknown,flat,,181252970
Москва,Пресненский,Москва-Сити,83.6,,,2,80,82,unknown,unknown,flat,,193080000
Москва,Пресненский,Краснопресненская,156.1,,,3,2,8,unknown,unknown,flat,,282541000
Москва,Проспект Вернадского,Проспект Вернадского,42.6,,,1,12,14,unknown,unknown,flat,,16234567
Москва,Проспект Вернадского,Проспект Вернадского,45.6,,,1,12,13,unknown,unknown,flat,,24800000
Москва,Проспект Вернадского,Новаторская,34.9,,,1,3,55,unknown,unknown,flat,,26118482
Москва,Проспект Вернадского,Проспект Вернадского,61.9,,,2,17,18,unknown,unknown,flat,,30000000
Москва,Раменки,Мичуринский проспект,23,,,1,11,49,unknown,unknown,flat,,18200000
Москва,Раменки,Аминьевская,26.3,,,0,12,54,unknown,unknown,flat,,19000000
Москва,Раменки,Аминьевская,37.4,,,0,9,42,unknown,unknown,flat,,21500000
Москва,Раменки,Минская,27,,,1,13,14,unknown,unknown,flat,,23500000
Москва,Раменки,Раменки,45.6,,,1,9,17,unknown,unknown,flat,,25900000
Москва,Раменки,Аминьевская,53,,,1,15,56,unknown,unknown,flat,,33500000
Москва,Раменки,Аминьевская,55.1,,,2,14,52,unknown,unknown,flat,,37600000
Москва,Раменки,Аминьевская,86,,,3,10,10,unknown,unknown,flat,,42900000
Москва,Раменки,Мичуринский проспект,73.8,,,2,36,49,unknown,unknown,flat,,46000000
Москва,Раменки,Мичуринский проспект,73.8,,,2,36,49,unknown,unknown,flat,,46000000
Москва,Раменки,Кутузовская,48,,,1,14,41,unknown,unknown,flat,,50000000
Москва,Раменки,Мичуринский проспект,103,,,2,46,51,unknown,unknown,flat,,55000000
Москва,Раменки,Кутузовская,58.6,,,2,7,41,unknown,unknown,flat,,59000000
Москва,Раменки,Поклонная,68.6,,,2,9,13,unknown,unknown,flat,,61000000
Москва,Раменки,Ломоносовский проспект,107,,,3,11,53,unknown,unknown,flat,,62000000
Москва,Раменки,Раменки,160,,,3,6,19,unknown,unknown,flat,,65500000
Москва,Раменки,Раменки,160,,,3,6,19,unknown,unknown,flat,,65500000
Москва,Раменки,Минская,92,,,3,12,14,unknown,unknown,flat,,65600000
Москва,Раменки,Поклонная,92.2,,,3,12,14,unknown,unknown,flat,,80000000
Москва,Раменки,Раменки,106.7,,,3,11,28,unknown,unknown,flat,,83000000
Москва,Раменки,Аминьевская,102.4,,,2,49,52,unknown,unknown,flat,,92000000
Москва,Раменки,Аминьевская,108.4,,,2,51,52,unknown,unknown,flat,,95000000
Москва,Раменки,Ломоносовский проспект,136.1,,,3,21,34,unknown,unknown,flat,,110000000
Москва,Раменки,Ломоносовский проспект,136.1,,,3,21,34,unknown,unknown,flat,,110000000
Москва,Раменки,Мичуринский проспект,85.7,,,3,6,12,unknown,unknown,flat,,124265000
Москва,Раменки,Поклонная,101,,,2,2,16,unknown,unknown,flat,,157000000
