city,district,underground,total_meters,living_meters,kitchen_meters,rooms_count,floor,floors_count,house_material_type,finish_type,object_type,year_of_construction,price
Казань,Авиастроительный,Авиастроительная,10,,,0,3,5,unknown,unknown,flat,,2199000
Казань,Авиастроительный,Авиастроительная,12.7,,,0,2,3,unknown,unknown,flat,,2690000
Казань,Авиастроительный,Авиастроительная,12.7,,,0,2,3,unknown,unknown,flat,,2690000
Казань,Авиастроительный,Авиастроительная,16,,,0,3,3,unknown,unknown,flat,,2900000
Казань,Авиастроительный,Авиастроительная,16,,,0,1,5,unknown,unknown,flat,,3390000
Казань,Авиастроительный,Авиастроительная,18,,,0,5,5,unknown,unknown,flat,,3650000
Казань,Авиастроительный,Авиастроительная,23.5,,,1,1,5,unknown,unknown,flat,,3700000
Казань,Авиастроительный,Авиастроительная,23.5,,,1,1,5,unknown,unknown,flat,,3700000
Казань,Авиастроительный,Авиастроительная,19,,,1,3,5,unknown,unknown,flat,,4000000
Казань,Авиастроительный,Авиастроительная,29.2,,,1,7,9,unknown,unknown,flat,,4699000
Казань,Авиастроительный,Авиастроительная,29.2,,,1,7,9,unknown,unknown,flat,,4699000
Казань,Авиастроительный,Авиастроительная,39,,,1,1,9,unknown,unknown,flat,,5000000
Казань,Авиастроительный,Авиастроительная,34.7,,,1,6,9,unknown,unknown,flat,,5000000
Казань,Авиастроительный,Авиастроительная,38,,,1,2,2,unknown,unknown,flat,,5200000
Казань,Авиастроительный,Авиастроительная,63.9,,,2,2,2,unknown,unknown,flat,,5990000
Казань,Авиастроительный,Авиастроительная,63.9,,,2,2,2,unknown,unknown,flat,,5990000
Казань,Авиастроительный,Авиастроительная,41.5,,,2,2,9,unknown,unknown,flat,,6000000
Казань,Авиастроительный,Авиастроительная,41.5,,,2,2,9,unknown,unknown,flat,,6000000
Казань,Авиастроительный,Авиастроительная,41.5,,,2,2,9,unknown,unknown,flat,,6000000
Казань,Авиастроительный,Авиастроительная,39.9,,,1,6,9,unknown,unknown,flat,,6500000
Казань,Авиастроительный,Авиастроительная,52.4,,,3,2,2,unknown,unknown,flat,,6500000
Казань,Авиастроительный,Авиастроительная,50,,,2,2,5,unknown,unknown,flat,,7400000
Казань,Авиастроительный,Авиастроительная,50.1,,,2,4,9,unknown,unknown,flat,,7690000
Казань,Авиастроительный,Авиастроительная,47.7,,,1,11,16,unknown,unknown,flat,,8399999
Казань,Авиастроительный,Авиастроительная,30.95,,,0,2,15,unknown,unknown,flat,,8865000
Казань,Авиастроительный,Авиастроительная,44.5,,,1,8,10,unknown,unknown,flat,,9299900
Казань,Авиастроительный,Авиастроительная,44.5,,,1,8,10,unknown,unknown,flat,,9299900
Казань,Авиастроительный,Авиастроительная,33.51,,,0,8,13,unknown,unknown,flat,,9401186
Казань,Авиастроительный,Авиастроительная,33.51,,,0,8,13,unknown,unknown,flat,,9401186
Казань,Авиастроительный,Авиастроительная,33.11,,,0,5,13,unknown,unknown,flat,,9491281
Казань,Авиастроительный,Авиастроительная,52,,,2,1,15,unknown,unknown,flat,,10170000
Казань,Авиастроительный,Авиастроительная,51.2,,,2,4,6,unknown,unknown,flat,,10500000
Казань,Авиастроительный,Авиастроительная,51.2,,,2,4,6,unknown,unknown,flat,,10500000
Казань,Авиастроительный,Авиастроительная,51.2,,,2,4,6,unknown,unknown,flat,,10500000
Казань,Авиастроительный,Авиастроительная,45.63,,,1,8,13,unknown,unknown,flat,,10722354
Казань,Авиастроительный,Авиастроительная,45.63,,,1,8,13,unknown,unknown,flat,,10722354
Казань,Авиастроительный,Авиастроительная,63.1,,,2,4,10,unknown,unknown,flat,,11490000
Казань,Авиастроительный,Авиастроительная,63.1,,,2,4,10,unknown,unknown,flat,,11490000
Казань,Авиастроительный,Авиастроительная,45.21,,,1,6,13,unknown,unknown,flat,,11498566
Казань,Авиастроительный,Авиастроительная,77.17,,,3,10,15,unknown,unknown,flat,,13430000
Казань,Авиастроительный,Авиастроительная,67.67,,,2,2,13,unknown,unknown,flat,,13545421
Казань,Авиастроительный,Авиастроительная,82.14,,,3,2,13,unknown,unknown,flat,,17348038
Казань,Авиастроительный,Авиастроительная,82.14,,,3,2,13,unknown,unknown,flat,,17348038
Казань,Вахитовский,Площадь Тукая,18,,,0,7,9,unknown,unknown,flat,,2200000
Казань,Вахитовский,Площадь Тукая,16,,,0,5,9,unknown,unknown,flat,,3440000
Казань,Вахитовский,Площадь Тукая,16,,,0,5,5,unknown,unknown,flat,,3990000
Казань,Вахитовский,Аметьево,20.7,,,0,9,9,unknown,unknown,flat,,4700000
Казань,Вахитовский,Суконная слобода,18,,,0,7,10,unknown,unknown,flat,,5000000
Казань,Вахитовский,Суконная слобода,30.7,,,1,1,5,unknown,unknown,flat,,7180000
Казань,Вахитовский,Суконная слобода,44.3,,,0,7,7,unknown,unknown,flat,,7199000
Казань,Вахитовский,Суконная слобода,44.3,,,0,7,7,unknown,unknown,flat,,7199000
Казань,Вахитовский,Суконная слобода,44.1,,,1,3,5,unknown,unknown,flat,,7290000
Казань,Вахитовский,Суконная слобода,44.1,,,1,3,5,unknown,unknown,flat,,7290000
Казань,Вахитовский,Суконная слобода,30.1,,,1,5,5,unknown,unknown,flat,,7500000
Казань,Вахитовский,Суконная слобода,30.1,,,1,5,5,unknown,unknown,flat,,7500000
Казань,Вахитовский,Площадь Тукая,45,,,2,1,5,unknown,unknown,flat,,7690000
Казань,Вахитовский,Аметьево,60.5,,,3,4,5,unknown,unknown,flat,,8490000
Казань,Вахитовский,Суконная слобода,36.3,,,1,4,9,unknown,unknown,flat,,10790000
Казань,Вахитовский,Суконная слобода,36.3,,,1,4,9,unknown,unknown,flat,,10790000
Казань,Вахитовский,Площадь Тукая,52.9,,,3,1,2,unknown,unknown,flat,,10999999
Казань,Вахитовский,Площадь Тукая,46.6,,,2,2,5,unknown,unknown,flat,,11700000
Казань,Вахитовский,Площадь Тукая,31,,,0,16,20,unknown,unknown,flat,,12074553
Казань,Вахитовский,Площадь Тукая,31,,,0,8,11,unknown,unknown,flat,,12370000
Казань,Вахитовский,Площадь Тукая,31,,,0,8,11,unknown,unknown,flat,,12370000
Казань,Вахитовский,Кремлёвская,17.1,,,1,2,5,unknown,unknown,flat,,12436830
Казань,Вахитовский,Суконная слобода,54.2,,,2,3,9,unknown,unknown,flat,,12500000
Казань,Вахитовский,Площадь Тукая,49,,,2,2,4,unknown,unknown,flat,,12950000
Казань,Вахитовский,Площадь Тукая,53.29,,,2,7,10,unknown,unknown,flat,,13750000
Казань,Вахитовский,Площадь Тукая,53.29,,,2,7,10,unknown,unknown,flat,,13750000
Казань,Вахитовский,Площадь Тукая,85.3,,,3,2,5,unknown,unknown,flat,,14000000
Казань,Вахитовский,Площадь Тукая,42,,,0,13,20,unknown,unknown,flat,,15568624
Казань,Вахитовский,Площадь Тукая,36.28,,,0,2,15,unknown,unknown,flat,,15656036
Казань,Вахитовский,Суконная слобода,69.6,,,2,2,6,unknown,unknown,flat,,15999000
Казань,Вахитовский,Суконная слобода,69.6,,,2,2,6,unknown,unknown,flat,,15999000
Казань,Вахитовский,Суконная слобода,55.01,,,2,2,9,unknown,unknown,flat,,16000000
Казань,Вахитовский,Кремлёвская,48.76,,,1,2,5,unknown,unknown,flat,,16090800
Казань,Вахитовский,Кремлёвская,48.76,,,1,2,5,unknown,unknown,flat,,16090800
Казань,Вахитовский,Кремлёвская,48.76,,,1,2,5,unknown,unknown,flat,,16090800
Казань,Вахитовский,Площадь Тукая,42.1,,,1,4,19,unknown,unknown,flat,,16171328
Казань,Вахитовский,Площадь Тукая,40.87,,,0,7,19,unknown,unknown,flat,,16457405
Казань,Вахитовский,Площадь Тукая,39.77,,,0,18,22,unknown,unknown,flat,,16576378
Казань,Вахитовский,Площадь Тукая,40.87,,,0,7,19,unknown,unknown,flat,,16622390
Казань,Вахитовский,Суконная слобода,55,,,2,16,20,unknown,unknown,flat,,16800000
Казань,Вахитовский,Площадь Тукая,59.8,,,3,2,3,unknown,unknown,flat,,18000000
Казань,Вахитовский,Кремлёвская,56.17,,,2,5,5,unknown,unknown,flat,,18255250
Казань,Вахитовский,Кремлёвская,56.17,,,2,5,5,unknown,unknown,flat,,18255250
Казань,Вахитовский,Суконная слобода,55.8,,,1,3,8,unknown,unknown,flat,,18500000
Казань,Вахитовский,Площадь Тукая,140.1,,,3,7,7,unknown,unknown,flat,,18500000
Казань,Вахитовский,Суконная слобода,37.81,,,1,12,17,unknown,unknown,flat,,19243254
Казань,Вахитовский,Площадь Тукая,37.51,,,1,3,5,unknown,unknown,flat,,19344581
Казань,Вахитовский,Площадь Тукая,37.51,,,1,3,5,unknown,unknown,flat,,19344581
Казань,Вахитовский,Площадь Тукая,70.46,,,2,8,22,unknown,unknown,flat,,19901693
Казань,Вахитовский,Площадь Тукая,51.2,,,1,3,4,unknown,unknown,flat,,19968000
Казань,Вахитовский,Суконная слобода,82.4,,,3,3,17,unknown,unknown,flat,,20640000
Казань,Вахитовский,Площадь Тукая,89.1,,,0,3,4,unknown,unknown,flat,,21032000
Казань,Вахитовский,Площадь Тукая,71.7,,,3,4,15,unknown,unknown,flat,,21773250
Казань,Вахитовский,Кремлёвская,67.12,,,3,5,5,unknown,unknown,flat,,22485200
Казань,Вахитовский,Площадь Тукая,90.1,,,2,4,6,unknown,unknown,flat,,24000000
Казань,Вахитовский,Площадь Тукая,90.1,,,2,4,6,unknown,unknown,flat,,24000000
Казань,Вахитовский,Площадь Тукая,94.48,,,3,3,6,unknown,unknown,flat,,24205413
Казань,Вахитовский,Площадь Тукая,31.23,,,0,5,8,unknown,unknown,flat,,24804183
Казань,Вахитовский,Суконная слобода,95,,,3,5,10,unknown,unknown,flat,,24900000
Казань,Вахитовский,Площадь Тукая,111.1,,,0,3,4,unknown,unknown,flat,,25740000
Казань,Вахитовский,Площадь Тукая,75.8,,,2,2,4,unknown,unknown,flat,,26909000
Казань,Вахитовский,Площадь Тукая,76.9,,,2,2,4,unknown,unknown,flat,,27299500
Казань,Вахитовский,Площадь Тукая,89.4,,,2,15,26,unknown,unknown,flat,,27500000
Казань,Вахитовский,Площадь Тукая,89.4,,,2,15,26,unknown,unknown,flat,,27500000
Казань,Вахитовский,Площадь Тукая,64.77,,,1,5,6,unknown,unknown,flat,,27574000
Казань,Вахитовский,Площадь Тукая,38.81,,,1,3,8,unknown,unknown,flat,,28133029
Казань,Вахитовский,Площадь Тукая,44.27,,,1,3,4,unknown,unknown,flat,,28206301
Казань,Вахитовский,Суконная слобода,80.9,,,3,3,8,unknown,unknown,flat,,29900000
Казань,Вахитовский,Площадь Тукая,64.97,,,2,2,5,unknown,unknown,flat,,30523911
Казань,Вахитовский,Площадь Тукая,77.7,,,2,4,7,unknown,unknown,flat,,31500000
Казань,Вахитовский,Суконная слобода,64.6,,,1,2,5,unknown,unknown,flat,,31654000
Казань,Вахитовский,Площадь Тукая,55.7,,,1,10,19,unknown,unknown,flat,,34622862
Казань,Вахитовский,Кремлёвская,108.4,,,3,2,6,unknown,unknown,flat,,34800000
Казань,Вахитовский,Кремлёвская,108.4,,,3,2,6,unknown,unknown,flat,,34800000
Казань,Вахитовский,Площадь Тукая,82,,,3,3,5,unknown,unknown,flat,,34900000
Казань,Вахитовский,Площадь Тукая,76.4,,,2,3,6,unknown,unknown,flat,,35019800
Казань,Вахитовский,Суконная слобода,72.29,,,3,2,5,unknown,unknown,flat,,36145000
Казань,Вахитовский,Суконная слобода,72.29,,,3,2,5,unknown,unknown,flat,,36145000
Казань,Вахитовский,Площадь Тукая,71.23,,,2,4,5,unknown,unknown,flat,,37395032
Казань,Вахитовский,Суконная слобода,89,,,3,3,6,unknown,unknown,flat,,37700000
Казань,Вахитовский,Суконная слобода,89,,,3,3,6,unknown,unknown,flat,,37700000
Казань,Вахитовский,Площадь Тукая,72.49,,,2,4,4,unknown,unknown,flat,,39072110
Казань,Вахитовский,Площадь Тукая,72.49,,,2,4,4,unknown,unknown,flat,,39072110
Казань,Вахитовский,Площадь Тукая,103,,,2,3,9,unknown,unknown,flat,,40000000
Казань,Вахитовский,Кремлёвская,119.7,,,1,4,4,unknown,unknown,flat,,41895000
Казань,Вахитовский,Кремлёвская,119.7,,,1,4,4,unknown,unknown,flat,,41895000
Казань,Вахитовский,Площадь Тукая,71.55,,,2,2,5,unknown,unknown,flat,,42102477
Казань,Вахитовский,Суконная слобода,94.72,,,2,4,4,unknown,unknown,flat,,46412800
Казань,Вахитовский,Площадь Тукая,85,,,3,3,4,unknown,unknown,flat,,49000000
Казань,Вахитовский,Площадь Тукая,95.7,,,3,4,5,unknown,unknown,flat,,49900000
Казань,Вахитовский,Площадь Тукая,159,,,0,2,4,unknown,unknown,flat,,50880000
Казань,Вахитовский,Площадь Тукая,99.56,,,2,1,8,unknown,unknown,flat,,52270187
Казань,Вахитовский,Площадь Тукая,139.51,,,3,2,5,unknown,unknown,flat,,53738300
Казань,Вахитовский,Площадь Тукая,83.27,,,3,4,8,unknown,unknown,flat,,55778883
Казань,Вахитовский,Суконная слобода,109.22,,,3,2,5,unknown,unknown,flat,,56794400
Казань,Вахитовский,Площадь Тукая,78.75,,,1,1,8,unknown,unknown,flat,,60269324
Казань,Вахитовский,Площадь Тукая,78.75,,,1,1,8,unknown,unknown,flat,,60269324
Казань,Вахитовский,Площадь Тукая,83.51,,,2,4,4,unknown,unknown,flat,,61129320
Казань,Вахитовский,Площадь Тукая,80.16,,,3,5,8,unknown,unknown,flat,,63750495
Казань,Вахитовский,Площадь Тукая,80,,,3,6,8,unknown,unknown,flat,,68167723
Казань,Вахитовский,Площадь Тукая,117.2,,,3,3,4,unknown,unknown,flat,,79344400
Казань,Кировский,Яшьлек,25,,,0,3,4,unknown,unknown,flat,,3099000
Казань,Кировский,Козья слобода,38,,,1,3,4,unknown,unknown,flat,,4399000
Казань,Кировский,Кремлёвская,47.2,,,2,9,9,unknown,unknown,flat,,4500000
Казань,Кировский,Яшьлек,30,,,1,2,5,unknown,unknown,flat,,4890000
Казань,Кировский,Яшьлек,30,,,1,2,5,unknown,unknown,flat,,4890000
Казань,Кировский,Кремлёвская,34.6,,,1,5,5,unknown,unknown,flat,,5000000
Казань,Кировский,Кремлёвская,34.6,,,1,5,5,unknown,unknown,flat,,5000000
Казань,Кировский,Авиастроительная,45.8,,,2,5,5,unknown,unknown,flat,,5500000
Казань,Кировский,Яшьлек,31,,,1,2,5,unknown,unknown,flat,,5850000
Казань,Кировский,Яшьлек,31,,,1,2,5,unknown,unknown,flat,,5850000
Казань,Кировский,Авиастроительная,38.1,,,1,6,18,unknown,unknown,flat,,5890000
Казань,Кировский,Козья слобода,29.5,,,1,4,5,unknown,unknown,flat,,6000000
Казань,Кировский,Козья слобода,29.5,,,1,4,5,unknown,unknown,flat,,6000000
Казань,Кировский,Авиастроительная,42,,,1,7,20,unknown,unknown,flat,,6100000
Казань,Кировский,Яшьлек,30,,,0,15,20,unknown,unknown,flat,,6200000
Казань,Кировский,Кремлёвская,61.4,,,3,2,5,unknown,unknown,flat,,6200000
Казань,Кировский,Кремлёвская,52,,,2,1,4,unknown,unknown,flat,,6390000
Казань,Кировский,Яшьлек,51.8,,,2,5,5,unknown,unknown,flat,,6399000
Казань,Кировский,Кремлёвская,31.7,,,0,13,25,unknown,unknown,flat,,6500000
Казань,Кировский,Авиастроительная,57.8,,,3,2,5,unknown,unknown,flat,,6690000
Казань,Кировский,Авиастроительная,68.5,,,3,3,3,unknown,unknown,flat,,6800000
Казань,Кировский,Яшьлек,30.5,,,1,4,5,unknown,unknown,flat,,6850000
Казань,Кировский,Яшьлек,30.5,,,1,4,5,unknown,unknown,flat,,6850000
Казань,Кировский,Яшьлек,44.8,,,2,5,9,unknown,unknown,flat,,6990000
Казань,Кировский,Яшьлек,57.6,,,3,3,5,unknown,unknown,flat,,7100000
Казань,Кировский,Яшьлек,43,,,2,8,19,unknown,unknown,flat,,7250000
Казань,Кировский,Северный Вокзал,29.68,,,0,3,8,unknown,unknown,flat,,7439999
Казань,Кировский,Кремлёвская,63.8,,,3,8,9,unknown,unknown,flat,,7500000
Казань,Кировский,Авиастроительная,23.56,,,0,4,8,unknown,unknown,flat,,7559999
Казань,Кировский,Яшьлек,37,,,1,3,9,unknown,unknown,flat,,7650000
Казань,Кировский,Северный Вокзал,28.93,,,0,7,8,unknown,unknown,flat,,7699999
Казань,Кировский,Яшьлек,58,,,3,3,5,unknown,unknown,flat,,7899000
Казань,Кировский,Кремлёвская,39.2,,,1,11,14,unknown,unknown,flat,,8300000
Казань,Кировский,Яшьлек,60.6,,,3,4,5,unknown,unknown,flat,,8800000
Казань,Кировский,Яшьлек,33.4,,,1,11,24,unknown,unknown,flat,,8950000
Казань,Кировский,Яшьлек,53.3,,,2,5,9,unknown,unknown,flat,,10500000
Казань,Кировский,Авиастроительная,86,,,3,6,18,unknown,unknown,flat,,10700000
Казань,Кировский,Авиастроительная,82.3,,,3,4,20,unknown,unknown,flat,,11000000
Казань,Кировский,Яшьлек,75,,,3,7,9,unknown,unknown,flat,,13975000
Казань,Кировский,Яшьлек,75,,,3,4,10,unknown,unknown,flat,,15600000
Казань,Кировский,Кремлёвская,61.61,,,2,3,8,unknown,unknown,flat,,16809000
Казань,Кировский,Козья слобода,59.9,,,2,11,17,unknown,unknown,flat,,17400000
Казань,Кировский,Кремлёвская,48.81,,,1,5,7,unknown,unknown,flat,,18079808
Казань,Кировский,Кремлёвская,48.81,,,1,5,7,unknown,unknown,flat,,18079808
Казань,Кировский,Кремлёвская,72.69,,,3,2,8,unknown,unknown,flat,,18400000
Казань,Кировский,Кремлёвская,103.44,,,3,2,8,unknown,unknown,flat,,22600000
Казань,Кировский,Кремлёвская,103.44,,,3,2,8,unknown,unknown,flat,,24260000
Казань,Кировский,Кремлёвская,63.39,,,2,6,7,unknown,unknown,flat,,27291931
Казань,Кировский,Козья слобода,102.85,,,2,6,15,unknown,unknown,flat,,29653069
Казань,Кировский,Кремлёвская,87.83,,,3,6,7,unknown,unknown,flat,,30077523
Казань,Кировский,Кремлёвская,136.38,,,1,7,8,unknown,unknown,flat,,42480000
Казань,Кировский,Кремлёвская,136.38,,,1,7,8,unknown,unknown,flat,,42480000
Казань,Московский,Авиастроительная,19,,,0,2,5,unknown,unknown,flat,,1700000
Казань,Московский,Авиастроительная,19,,,0,2,5,unknown,unknown,flat,,2100000
Казань,Московский,Яшьлек,16,,,0,3,9,unknown,unknown,flat,,2700000
Казань,Московский,Яшьлек,17,,,0,8,9,unknown,unknown,flat,,2800000
Казань,Московский,Яшьлек,25.5,,,1,2,3,unknown,unknown,flat,,3300000
Казань,Московский,Яшьлек,25.5,,,1,2,3,unknown,unknown,flat,,3300000
Казань,Московский,Авиастроительная,18,,,0,5,5,unknown,unknown,flat,,3400000
Казань,Московский,Авиастроительная,18,,,0,5,5,unknown,unknown,flat,,3400000
Казань,Московский,Яшьлек,20,,,0,5,9,unknown,unknown,flat,,3500000
Казань,Московский,Авиастроительная,21,,,1,5,6,unknown,unknown,flat,,3700000
Казань,Московский,Авиастроительная,21,,,1,5,6,unknown,unknown,flat,,3700000
Казань,Московский,Авиастроительная,30,,,1,3,5,unknown,unknown,flat,,3900000
Казань,Московский,Авиастроительная,30,,,1,3,5,unknown,unknown,flat,,3900000
Казань,Московский,Яшьлек,33.5,,,1,6,9,unknown,unknown,flat,,4200000
Казань,Московский,Авиастроительная,29.2,,,1,1,5,unknown,unknown,flat,,4200000
Казань,Московский,Яшьлек,16.8,,,0,5,5,unknown,unknown,flat,,4250000
Казань,Московский,Авиастроительная,32,,,1,3,5,unknown,unknown,flat,,4550000
Казань,Московский,Авиастроительная,42,,,2,3,5,unknown,unknown,flat,,4850000
Казань,Московский,Авиастроительная,47.1,,,2,2,5,unknown,unknown,flat,,5499000
Казань,Московский,Авиастроительная,51.2,,,3,2,5,unknown,unknown,flat,,5600000
Казань,Московский,Авиастроительная,49.8,,,3,5,5,unknown,unknown,flat,,5800000
Казань,Московский,Авиастроительная,60,,,3,3,5,unknown,unknown,flat,,6050000
Казань,Московский,Яшьлек,33.7,,,2,1,5,unknown,unknown,flat,,6150000
Казань,Московский,Яшьлек,33.7,,,2,1,5,unknown,unknown,flat,,6150000
Казань,Московский,Северный Вокзал,54.2,,,3,1,5,unknown,unknown,flat,,6600000
Казань,Московский,Яшьлек,35.6,,,1,9,9,unknown,unknown,flat,,6650000
Казань,Московский,Яшьлек,45,,,2,4,5,unknown,unknown,flat,,7300000
Казань,Московский,Яшьлек,29.7,,,0,23,23,unknown,unknown,flat,,7440000
Казань,Московский,Яшьлек,29.7,,,0,23,23,unknown,unknown,flat,,7440000
Казань,Московский,Козья слобода,60.7,,,3,5,5,unknown,unknown,flat,,8290000
Казань,Московский,Северный Вокзал,29.18,,,0,6,20,unknown,unknown,flat,,9239999
Казань,Московский,Северный Вокзал,29.61,,,0,7,20,unknown,unknown,flat,,9259999
Казань,Московский,Северный Вокзал,29.18,,,0,8,20,unknown,unknown,flat,,9429999
Казань,Московский,Северный Вокзал,30.59,,,1,6,20,unknown,unknown,flat,,9569999
Казань,Московский,Северный Вокзал,30.59,,,1,6,20,unknown,unknown,flat,,9569999
Казань,Московский,Козья слобода,67,,,3,3,9,unknown,unknown,flat,,10000000
Казань,Московский,Северный Вокзал,55.1,,,2,1,5,unknown,unknown,flat,,10199000
Казань,Московский,Северный Вокзал,55.1,,,2,1,5,unknown,unknown,flat,,10199000
Казань,Московский,Яшьлек,71,,,3,4,10,unknown,unknown,flat,,10800000
Казань,Московский,Яшьлек,71,,,3,4,10,unknown,unknown,flat,,10800000
Казань,Московский,Северный Вокзал,56.2,,,3,4,5,unknown,unknown,flat,,11599000
Казань,Московский,Северный Вокзал,51.04,,,2,3,20,unknown,unknown,flat,,12461175
Казань,Московский,Северный Вокзал,70.69,,,3,3,20,unknown,unknown,flat,,16739999
Казань,Московский,Козья слобода,92.3,,,3,6,11,unknown,unknown,flat,,20299000
Казань,Ново-Савиновский,Северный Вокзал,12,,,0,2,5,unknown,unknown,flat,,2450000
Казань,Ново-Савиновский,Северный Вокзал,12,,,0,3,5,unknown,unknown,flat,,2550000
Казань,Ново-Савиновский,Северный Вокзал,12,,,0,3,5,unknown,unknown,flat,,2550000
Казань,Ново-Савиновский,Яшьлек,16,,,0,3,5,unknown,unknown,flat,,3100000
Казань,Ново-Савиновский,Яшьлек,16,,,0,3,5,unknown,unknown,flat,,3100000
Казань,Ново-Савиновский,Северный Вокзал,17.7,,,0,4,5,unknown,unknown,flat,,3150000
Казань,Ново-Савиновский,Северный Вокзал,17.7,,,0,4,5,unknown,unknown,flat,,3150000
Казань,Ново-Савиновский,Северный Вокзал,20.1,,,0,2,5,unknown,unknown,flat,,3450000
Казань,Ново-Савиновский,Северный Вокзал,18.4,,,0,3,5,unknown,unknown,flat,,3490000
Казань,Ново-Савиновский,Северный Вокзал,18.4,,,0,3,5,unknown,unknown,flat,,3490000
Казань,Ново-Савиновский,Яшьлек,18,,,0,4,5,unknown,unknown,flat,,3500000
Казань,Ново-Савиновский,Яшьлек,22,,,0,6,9,unknown,unknown,flat,,3690000
Казань,Ново-Савиновский,Козья слобода,19,,,0,1,10,unknown,unknown,flat,,3700000
Казань,Ново-Савиновский,Козья слобода,19.5,,,0,1,9,unknown,unknown,flat,,3750000
Казань,Ново-Савиновский,Северный Вокзал,17.5,,,0,4,5,unknown,unknown,flat,,3799999
Казань,Ново-Савиновский,Северный Вокзал,18.2,,,1,2,5,unknown,unknown,flat,,3950000
Казань,Ново-Савиновский,Северный Вокзал,19.8,,,0,2,5,unknown,unknown,flat,,3990000
Казань,Ново-Савиновский,Северный Вокзал,31,,,1,1,5,unknown,unknown,flat,,4750000
Казань,Ново-Савиновский,Северный Вокзал,31,,,1,1,5,unknown,unknown,flat,,4750000
Казань,Ново-Савиновский,Яшьлек,26,,,1,2,9,unknown,unknown,flat,,5150000
Казань,Ново-Савиновский,Яшьлек,26,,,1,2,9,unknown,unknown,flat,,5150000
Казань,Ново-Савиновский,Яшьлек,26,,,1,2,9,unknown,unknown,flat,,5150000
Казань,Ново-Савиновский,Северный Вокзал,41.8,,,2,5,5,unknown,unknown,flat,,6350000
Казань,Ново-Савиновский,Северный Вокзал,30.4,,,1,5,5,unknown,unknown,flat,,6400000
Казань,Ново-Савиновский,Козья слобода,38.3,,,2,6,9,unknown,unknown,flat,,6450000
Казань,Ново-Савиновский,Яшьлек,33.6,,,1,9,9,unknown,unknown,flat,,7170000
Казань,Ново-Савиновский,Северный Вокзал,30.9,,,1,4,9,unknown,unknown,flat,,7299000
Казань,Ново-Савиновский,Яшьлек,56,,,2,2,9,unknown,unknown,flat,,7950000
Казань,Ново-Савиновский,Яшьлек,35.78,,,1,3,21,unknown,unknown,flat,,8500000
Казань,Ново-Савиновский,Козья слобода,36.8,,,1,9,16,unknown,unknown,flat,,8600000
Казань,Ново-Савиновский,Яшьлек,42.9,,,2,2,9,unknown,unknown,flat,,8700000
Казань,Ново-Савиновский,Яшьлек,49.5,,,2,2,9,unknown,unknown,flat,,9000000
Казань,Ново-Савиновский,Яшьлек,65.2,,,2,3,16,unknown,unknown,flat,,9600000
Казань,Ново-Савиновский,Козья слобода,59.9,,,3,2,14,unknown,unknown,flat,,9800000
Казань,Ново-Савиновский,Яшьлек,66.1,,,3,5,9,unknown,unknown,flat,,10200000
Казань,Ново-Савиновский,Яшьлек,62.5,,,3,9,9,unknown,unknown,flat,,10390000
Казань,Ново-Савиновский,Яшьлек,66.5,,,3,6,9,unknown,unknown,flat,,10550000
Казань,Ново-Савиновский,Яшьлек,63.9,,,2,2,9,unknown,unknown,flat,,12299000
Казань,Ново-Савиновский,Яшьлек,63.9,,,2,2,9,unknown,unknown,flat,,12299000
Казань,Ново-Савиновский,Яшьлек,50.7,,,2,5,9,unknown,unknown,flat,,12500000
Казань,Ново-Савиновский,Козья слобода,56,,,2,4,9,unknown,unknown,flat,,13000000
Казань,Ново-Савиновский,Козья слобода,42.55,,,1,8,18,unknown,unknown,flat,,13100000
Казань,Ново-Савиновский,Яшьлек,90.2,,,3,10,14,unknown,unknown,flat,,13500000
Казань,Ново-Савиновский,Козья слобода,37.8,,,1,17,18,unknown,unknown,flat,,13650000
Казань,Ново-Савиновский,Яшьлек,64,,,3,4,19,unknown,unknown,flat,,15000000
Казань,Ново-Савиновский,Козья слобода,102.7,,,3,3,5,unknown,unknown,flat,,15990000
Казань,Ново-Савиновский,Козья слобода,65.8,,,2,13,16,unknown,unknown,flat,,16450000
Казань,Ново-Савиновский,Козья слобода,73.23,,,3,3,18,unknown,unknown,flat,,19776000
Казань,Ново-Савиновский,Козья слобода,60.8,,,2,3,12,unknown,unknown,flat,,20990000
Казань,Ново-Савиновский,Козья слобода,60.8,,,2,3,12,unknown,unknown,flat,,20990000
Казань,Ново-Савиновский,Козья слобода,94.2,,,3,8,9,unknown,unknown,flat,,22000000
Казань,Ново-Савиновский,Яшьлек,110,,,3,3,4,unknown,unknown,flat,,22900000
Казань,Ново-Савиновский,Козья слобода,52.29,,,2,25,28,unknown,unknown,flat,,23490000
Казань,Ново-Савиновский,Козья слобода,116,,,3,5,6,unknown,unknown,flat,,32000000
Казань,Ново-Савиновский,Козья слобода,91.12,,,3,6,21,unknown,unknown,flat,,33000000
Казань,Ново-Савиновский,Козья слобода,88.76,,,3,22,25,unknown,unknown,flat,,34990000
Казань,Ново-Савиновский,Кремлёвская,67.6,,,3,6,20,unknown,unknown,flat,,35000000
Казань,Ново-Савиновский,Козья слобода,122,,,3,6,10,unknown,unknown,flat,,51500000
Казань,Ново-Савиновский,Козья слобода,150,,,3,4,24,unknown,unknown,flat,,72542439
Казань,Приволжский,Площадь Тукая,11.3,,,0,5,5,unknown,unknown,flat,,2590000
